测试元素名,搜索方式(ById/ByLinkText/ByPartialLinkText/ByName/ByTagName/ByXPath/ByClassName/ByCssSelector),页面元素名
MDS信息表格第一行供货编号,ByXPath,.//*[@id='gridview-1064']/table/tbody/tr[2]/td[6]/div
MDS信息表格第一行产品名称,ByXPath,.//*[@id='gridview-1064']/table/tbody/tr[2]/td[7]/div
MDS信息表格第一行外文名称,ByXPath,.//*[@id='gridview-1064']/table/tbody/tr[2]/td[8]/div
MDS信息表格第一行MDS状态,ByXPath,.//*[@id='gridview-1064']/table/tbody/tr[2]/td[9]/div
MDS信息表格第一行接收状态,ByXPath,.//*[@id='gridview-1064']/table/tbody/tr[2]/td[10]/div
MDS信息表格第一行时间,ByXPath,.//*[@id='gridview-1064']/table/tbody/tr[2]/td[11]/div
,,
MDS数据下载记录窗口打开查询窗口按钮,ByXPath,.//*[@id='detailButton']/preceding::div[1]
MDS数据下载记录窗口查看详细按钮,ByXPath,.//*[@id='detailButton']
MDS数据下载记录窗口拒绝按钮,ByXPath,.//*[@id='refuseButton']
MDS数据下载记录窗口关闭按钮,ByXPath,.//*[@id='refuseButton']/following::div[1]
MDS数据下载记录窗口表格第一行勾选框,ByXPath,.//*[@id='gridview-1021']/table/tbody/tr[2]/td[1]/div
MDS数据下载记录窗口表格第一行主标识,ByXPath,.//*[@id='gridview-1021']/table/tbody/tr[2]/td[3]/div
MDS数据下载记录窗口表格第一行ID版本,ByXPath,.//*[@id='gridview-1021']/table/tbody/tr[2]/td[4]/div
MDS数据下载记录窗口表格第一行供货编号,ByXPath,.//*[@id='gridview-1021']/table/tbody/tr[2]/td[7]/div
MDS数据下载记录窗口表格第一行产品名称,ByXPath,.//*[@id='gridview-1021']/table/tbody/tr[2]/td[8]/div
MDS数据下载记录窗口表格第一行外文名称,ByXPath,.//*[@id='gridview-1021']/table/tbody/tr[2]/td[9]/div
MDS数据下载记录窗口表格第一行操作员,ByXPath,.//*[@id='gridview-1021']/table/tbody/tr[2]/td[10]/div
MDS数据下载记录窗口表格第一行同步时间,ByXPath,.//*[@id='gridview-1021']/table/tbody/tr[2]/td[11]/div
,,
查找参数操作员输入框,ById,operatorName-inputEl
查找参数ID输入框,ById,infoMdsId-inputEl
查找参数供货编号输入框,ById,comNo-inputEl
查找参数名称输入框,ById,comName-inputEl
查找参数执行结果输入框,ById,downloadResultType-inputEl
查找参数执行结果下拉按钮,ByXPath,.//*[@id='downloadResultType-inputCell']/following::td[1]
查找参数执行结果下拉选项_全部,ByXPath,.//li[text()='全部']
查找参数执行结果下拉选项_下载成功,ByXPath,.//li[text()='下载成功']
查找参数执行结果下拉选项_下载失败,ByXPath,.//li[text()='下载失败']
查找参数执行结果下拉选项_下载警告,ByXPath,.//li[text()='下载警告']
查找参数同步查询开始时间输入框,ById,downloadResultDateFrom-inputEl
查找参数同步查询结束时间输入框,ById,downloadResultDateTo-inputEl
查找参数查询按钮,ByXPath,".//*[@id='downloadResultDateTo']/../../../../../following::div[1]/div/div/div[1][starts-with(@id,'button')]"
查找参数重置按钮,ByXPath,".//*[@id='downloadResultDateTo']/../../../../../following::div[1]/div/div/div[2][starts-with(@id,'button')]"
查找参数关闭按钮,ByXPath,".//*[@id='downloadResultDateTo']/../../../../../following::div[1]/div/div/div[3][starts-with(@id,'button')]"
,,
查看详细窗口关闭按钮,ByXPath,".//*[starts-with(@id,'window')][last()]/*[contains(@id,'toolbar')]/div/div/div[2][starts-with(@id,'button')]"
