测试元素名,搜索方式(ById/ByLinkText/ByPartialLinkText/ByName/ByTagName/ByXPath/ByClassName/ByCssSelector),页面元素名
第三页检索结果第一行ID,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
第三页确定按钮,ById,btnCommit-btnEl
第三页查询类型输入框,ById,queryType-inputEl
第三页表单来源输入框,ById,isMdsOwner-inputEl
第三页名称输入框,ById,name-inputEl
第三页供货编号输入框,ById,symbol-inputEl
第三页ID输入框,ById,cid-inputEl
第三页查询时间类型输入框,ById,dateType-inputEl
第三页开始时间输入框,ById,dateFrom-inputEl
第三页结束时间输入框,ById,dateTo-inputEl
第三页查询类型选项_全部,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[1]
第三页查询类型选项_零部件,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[2]
第三页查询类型选项_半成品,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[3]
第三页查询类型选项_材料,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[4]
,,
第三页表单来源选项_全部,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[1]
第三页表单来源选项_camds系统,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[2]
第三页表单来源选项_环境合规系统,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[3]
第三页查询时间类型选项_不限,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[1]
第三页查询时间类型选项_创建时间,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[2]
第三页查询时间类型选项_更新时间,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[3]
第三页查询时间类型选项_发布时间,ByXPath,.//*[@id='boundlist-1045-listEl']/ul/li[4]
,,
第三页查询结果所有行,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr
第三页查询结果第一行ID,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
第三页查询结果第一行版本号,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
第三页查询结果第一行供货编号,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
第三页查询结果第一行产品名称,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
第三页查询结果第一行外文名称,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
第三页查询结果第一行MDS状态,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
第三页查询结果第一行表单创建部门,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
第三页查询结果第一行时间,ByXPath,.//*[@id='gridview-1025']/table/tbody/tr[2]/td[3]/div
,,
第三页提示信息,ById,messagebox-1001-displayfield-inputEl
第三页弹窗确认按钮,ById,button-1005-btnEl
